id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1275125539716517889,1275125539716517889,1592848594000,2020-06-22,17:56:34,UTC,1024025724389351424,pickuplineig,Pick Up Line,,"Knock Knock
Who's there?
De Niro!
De Niro who?
De Niro I am to you, the more beautiful you get.",[],[],[],0,1,13,[],[],https://twitter.com/pickuplineig/status/1275125539716517889,False,,0,,,,,,,"[{'user_id': '1024025724389351424', 'username': 'pickuplineig'}]",,,,
1272703121035341824,1272703121035341824,1592271044000,2020-06-16,01:30:44,UTC,1024025724389351424,pickuplineig,Pick Up Line,,I’m no photographer but i can picture us together,[],[],[],0,3,37,[],[],https://twitter.com/pickuplineig/status/1272703121035341824,False,,0,,,,,,,"[{'user_id': '1024025724389351424', 'username': 'pickuplineig'}]",,,,
1272350016460296192,1272350016460296192,1592186857000,2020-06-15,02:07:37,UTC,1024025724389351424,pickuplineig,Pick Up Line,,"I don’t think either of us want babies for now, but I wouldn’t mind refining my baby making technique with you.",[],[],[],0,4,25,[],[],https://twitter.com/pickuplineig/status/1272350016460296192,False,,0,,,,,,,"[{'user_id': '1024025724389351424', 'username': 'pickuplineig'}]",,,,
1272199486647996416,1272199486647996416,1592150968000,2020-06-14,16:09:28,UTC,1024025724389351424,pickuplineig,Pick Up Line,,Do you have 11 protons? Because you're sodium fine,[],[],[],0,0,20,[],[],https://twitter.com/pickuplineig/status/1272199486647996416,False,,0,,,,,,,"[{'user_id': '1024025724389351424', 'username': 'pickuplineig'}]",,,,
1271912561173123072,1261779994063167489,1592082560000,2020-06-13,21:09:20,UTC,1024025724389351424,pickuplineig,Pick Up Line,,I think we mermaid for each other🧜‍♀️❤️,['realyconfession'],[],[],1,0,0,[],[],https://twitter.com/pickuplineig/status/1271912561173123072,False,,0,,,,,,,"[{'user_id': '1024025724389351424', 'username': 'pickuplineig'}, {'user_id': '1242876732836851713', 'username': 'realyconfession'}]",,,,
1271912258306633730,1261779994063167489,1592082488000,2020-06-13,21:08:08,UTC,1024025724389351424,pickuplineig,Pick Up Line,,Is your name Ariel?,['realyconfession'],[],[],1,0,0,[],[],https://twitter.com/pickuplineig/status/1271912258306633730,False,,0,,,,,,,"[{'user_id': '1024025724389351424', 'username': 'pickuplineig'}, {'user_id': '1242876732836851713', 'username': 'realyconfession'}]",,,,
1271910725502431232,1261779994063167489,1592082122000,2020-06-13,21:02:02,UTC,1024025724389351424,pickuplineig,Pick Up Line,,Cause i find you a peeling😘😂,['realyconfession'],[],[],1,0,0,[],[],https://twitter.com/pickuplineig/status/1271910725502431232,False,,0,,,,,,,"[{'user_id': '1024025724389351424', 'username': 'pickuplineig'}, {'user_id': '1242876732836851713', 'username': 'realyconfession'}]",,,,
1271909779238084608,1261779994063167489,1592081896000,2020-06-13,20:58:16,UTC,1024025724389351424,pickuplineig,Pick Up Line,,Are you a banana?🍌😋,['realyconfession'],[],[],1,0,0,[],[],https://twitter.com/pickuplineig/status/1271909779238084608,False,,0,,,,,,,"[{'user_id': '1024025724389351424', 'username': 'pickuplineig'}, {'user_id': '1242876732836851713', 'username': 'realyconfession'}]",,,,
1271878077971230721,1271878077971230721,1592074338000,2020-06-13,18:52:18,UTC,1024025724389351424,pickuplineig,Pick Up Line,,"I’m gonna be practicing for my prison photos tonight
*Why what happened?!*
Cause I’m about to steal your heart",[],[],[],0,0,19,[],[],https://twitter.com/pickuplineig/status/1271878077971230721,False,,0,,,,,,,"[{'user_id': '1024025724389351424', 'username': 'pickuplineig'}]",,,,
1271514700258390023,1271514700258390023,1591987702000,2020-06-12,18:48:22,UTC,1024025724389351424,pickuplineig,Pick Up Line,,Are you an N95 mask? Because i want you on my face,[],[],[],1,0,18,[],[],https://twitter.com/pickuplineig/status/1271514700258390023,False,,0,,,,,,,"[{'user_id': '1024025724389351424', 'username': 'pickuplineig'}]",,,,
1271426600408580101,1271426600408580101,1591966698000,2020-06-12,12:58:18,UTC,1024025724389351424,pickuplineig,Pick Up Line,,"If i told you, you have pretty lips, would you hold them against mine?",[],[],[],0,6,25,[],[],https://twitter.com/pickuplineig/status/1271426600408580101,False,,0,,,,,,,"[{'user_id': '1024025724389351424', 'username': 'pickuplineig'}]",,,,
1271120251720212480,1271120251720212480,1591893658000,2020-06-11,16:40:58,UTC,1024025724389351424,pickuplineig,Pick Up Line,,I love your eyes but i love mine more because without mine I can’t see yours,[],[],[],0,2,23,[],[],https://twitter.com/pickuplineig/status/1271120251720212480,False,,0,,,,,,,"[{'user_id': '1024025724389351424', 'username': 'pickuplineig'}]",,,,
1270738100226949120,1270738100226949120,1591802546000,2020-06-10,15:22:26,UTC,1024025724389351424,pickuplineig,Pick Up Line,,If i were an enzyme i'd be DNA helicase so i could unzip your genes,[],[],[],2,2,19,[],[],https://twitter.com/pickuplineig/status/1270738100226949120,False,,0,,,,,,,"[{'user_id': '1024025724389351424', 'username': 'pickuplineig'}]",,,,
1270377435469504513,1268899696183054337,1591716557000,2020-06-09,15:29:17,UTC,1024025724389351424,pickuplineig,Pick Up Line,,Your smile🥺,['realyconfession'],[],[],1,0,1,[],[],https://twitter.com/pickuplineig/status/1270377435469504513,False,,0,,,,,,,"[{'user_id': '1024025724389351424', 'username': 'pickuplineig'}, {'user_id': '1242876732836851713', 'username': 'realyconfession'}]",,,,
1270375597898792961,1268899696183054337,1591716119000,2020-06-09,15:21:59,UTC,1024025724389351424,pickuplineig,Pick Up Line,,I found something more contagious than Covid-19😩,['realyconfession'],[],[],1,1,1,[],[],https://twitter.com/pickuplineig/status/1270375597898792961,False,,0,,,,,,,"[{'user_id': '1024025724389351424', 'username': 'pickuplineig'}, {'user_id': '1242876732836851713', 'username': 'realyconfession'}]",,,,
1270333250947280902,1270333250947280902,1591706023000,2020-06-09,12:33:43,UTC,1024025724389351424,pickuplineig,Pick Up Line,,Do you like harry potter because i adumbledore you,[],[],[],0,5,25,[],[],https://twitter.com/pickuplineig/status/1270333250947280902,False,,0,,,,,,,"[{'user_id': '1024025724389351424', 'username': 'pickuplineig'}]",,,,
1268895129399709696,1268895129399709696,1591363148000,2020-06-05,13:19:08,UTC,1024025724389351424,pickuplineig,Pick Up Line,,The only thing more contagious than covid-19 is your smile,[],[],[],0,1,29,[],[],https://twitter.com/pickuplineig/status/1268895129399709696,False,,0,,,,,,,"[{'user_id': '1024025724389351424', 'username': 'pickuplineig'}]",,,,
1268199413480075266,1268199413480075266,1591197276000,2020-06-03,15:14:36,UTC,1024025724389351424,pickuplineig,Pick Up Line,,"Do you get your pants on sale? Cause at my house, they would be 100% off",[],[],[],0,1,35,[],[],https://twitter.com/pickuplineig/status/1268199413480075266,False,,0,,,,,,,"[{'user_id': '1024025724389351424', 'username': 'pickuplineig'}]",,,,
1267718922792468482,1267718922792468482,1591082718000,2020-06-02,07:25:18,UTC,1024025724389351424,pickuplineig,Pick Up Line,,"You wanna know what’s big?
*Pause*
My house you weirdo!",[],[],[],0,0,21,[],[],https://twitter.com/pickuplineig/status/1267718922792468482,False,,0,,,,,,,"[{'user_id': '1024025724389351424', 'username': 'pickuplineig'}]",,,,
1267309782857285633,1267309782857285633,1590985172000,2020-06-01,04:19:32,UTC,1024025724389351424,pickuplineig,Pick Up Line,,Lemme insert my plug into your socket and we can generate some electricity,[],[],[],0,0,26,[],[],https://twitter.com/pickuplineig/status/1267309782857285633,False,,0,,,,,,,"[{'user_id': '1024025724389351424', 'username': 'pickuplineig'}]",,,,
1266819554174365696,1266819554174365696,1590868292000,2020-05-30,19:51:32,UTC,1024025724389351424,pickuplineig,Pick Up Line,,You must be tired cause you’ve been running through my mind all night,[],[],[],0,1,26,[],[],https://twitter.com/pickuplineig/status/1266819554174365696,False,,0,,,,,,,"[{'user_id': '1024025724389351424', 'username': 'pickuplineig'}]",,,,
1266607111754186753,1266607111754186753,1590817642000,2020-05-30,05:47:22,UTC,1024025724389351424,pickuplineig,Pick Up Line,,Playing doctor is for kids. Let’s play gynaecologist,[],[],[],0,0,20,[],[],https://twitter.com/pickuplineig/status/1266607111754186753,False,,0,,,,,,,"[{'user_id': '1024025724389351424', 'username': 'pickuplineig'}]",,,,
1266423352329035776,1266423352329035776,1590773830000,2020-05-29,17:37:10,UTC,1024025724389351424,pickuplineig,Pick Up Line,,"You’re like the lyrics of my favourite song, hard to forget and always on my mind.",[],[],[],0,6,24,[],[],https://twitter.com/pickuplineig/status/1266423352329035776,False,,0,,,,,,,"[{'user_id': '1024025724389351424', 'username': 'pickuplineig'}]",,,,
1266193517967060992,1266193517967060992,1590719034000,2020-05-29,02:23:54,UTC,1024025724389351424,pickuplineig,Pick Up Line,,Do you have a pencil? Cause i wanna erase your past and write our future,[],[],[],1,0,23,[],[],https://twitter.com/pickuplineig/status/1266193517967060992,False,,0,,,,,,,"[{'user_id': '1024025724389351424', 'username': 'pickuplineig'}]",,,,
1266182318135185408,1261779994063167489,1590716363000,2020-05-29,01:39:23,UTC,1024025724389351424,pickuplineig,Pick Up Line,,So you get twice as wet👅🔥,['realyconfession'],[],[],1,0,1,[],[],https://twitter.com/pickuplineig/status/1266182318135185408,False,,0,,,,,,,"[{'user_id': '1024025724389351424', 'username': 'pickuplineig'}, {'user_id': '1242876732836851713', 'username': 'realyconfession'}]",,,,
1266182048097525760,1261779994063167489,1590716299000,2020-05-29,01:38:19,UTC,1024025724389351424,pickuplineig,Pick Up Line,,I’ll kiss you in the rain,['realyconfession'],[],[],1,0,1,[],[],https://twitter.com/pickuplineig/status/1266182048097525760,False,,0,,,,,,,"[{'user_id': '1024025724389351424', 'username': 'pickuplineig'}, {'user_id': '1242876732836851713', 'username': 'realyconfession'}]",,,,
1265805780181114880,1256104314067533824,1590626590000,2020-05-28,00:43:10,UTC,1024025724389351424,pickuplineig,Pick Up Line,,Open your legs and give me an hour,['realyconfession'],[],[],1,0,3,[],[],https://twitter.com/pickuplineig/status/1265805780181114880,False,,0,,,,,,,"[{'user_id': '1024025724389351424', 'username': 'pickuplineig'}, {'user_id': '1242876732836851713', 'username': 'realyconfession'}]",,,,
1265784499012423680,1265784499012423680,1590621516000,2020-05-27,23:18:36,UTC,1024025724389351424,pickuplineig,Pick Up Line,,Are you a dictionary? Cause you made my d*ck ready for missionary,[],[],[],0,0,26,[],[],https://twitter.com/pickuplineig/status/1265784499012423680,False,,0,,,,,,,"[{'user_id': '1024025724389351424', 'username': 'pickuplineig'}]",,,,
1265756923741319170,1265756923741319170,1590614941000,2020-05-27,21:29:01,UTC,1024025724389351424,pickuplineig,Pick Up Line,,"You’re a piece of art, because i wanna nail you on a wall!",[],[],[],0,3,36,[],[],https://twitter.com/pickuplineig/status/1265756923741319170,False,,0,,,,,,,"[{'user_id': '1024025724389351424', 'username': 'pickuplineig'}]",,,,
1265403207351562241,1265403207351562241,1590530609000,2020-05-26,22:03:29,UTC,1024025724389351424,pickuplineig,Pick Up Line,,I heard your grades are good.. hope this D won’t hurt,[],[],[],0,1,33,[],[],https://twitter.com/pickuplineig/status/1265403207351562241,False,,0,,,,,,,"[{'user_id': '1024025724389351424', 'username': 'pickuplineig'}]",,,,
1265128312008896512,1265128312008896512,1590465069000,2020-05-26,03:51:09,UTC,1024025724389351424,pickuplineig,Pick Up Line,,"I see you got those thick thighs, lemme get the sweet prize",[],[],[],0,1,21,[],[],https://twitter.com/pickuplineig/status/1265128312008896512,False,,0,,,,,,,"[{'user_id': '1024025724389351424', 'username': 'pickuplineig'}]",,,,
1264794348274757633,1264794348274757633,1590385446000,2020-05-25,05:44:06,UTC,1024025724389351424,pickuplineig,Pick Up Line,,Call me handsome cause you’re gonna handsome of that p*ssy over,[],[],[],0,0,18,[],[],https://twitter.com/pickuplineig/status/1264794348274757633,False,,0,,,,,,,"[{'user_id': '1024025724389351424', 'username': 'pickuplineig'}]",,,,
1264695758009192448,1264695758009192448,1590361940000,2020-05-24,23:12:20,UTC,1024025724389351424,pickuplineig,Pick Up Line,,Girl do you have a pet insurance? Cause I’m about to smash that p*ssy,[],[],[],0,0,18,[],[],https://twitter.com/pickuplineig/status/1264695758009192448,False,,0,,,,,,,"[{'user_id': '1024025724389351424', 'username': 'pickuplineig'}]",,,,
1264611796410753024,1264611796410753024,1590341922000,2020-05-24,17:38:42,UTC,1024025724389351424,pickuplineig,Pick Up Line,,"I love my life
*You don’t love me?!*
What’s the difference :)",[],[],[],0,3,23,[],[],https://twitter.com/pickuplineig/status/1264611796410753024,False,,0,,,,,,,"[{'user_id': '1024025724389351424', 'username': 'pickuplineig'}]",,,,
1264348063876870144,1264348063876870144,1590279043000,2020-05-24,00:10:43,UTC,1024025724389351424,pickuplineig,Pick Up Line,,"If i was a watermelon, would you spit or swallow my seeds?",[],[],[],4,3,15,[],[],https://twitter.com/pickuplineig/status/1264348063876870144,False,,0,,,,,,,"[{'user_id': '1024025724389351424', 'username': 'pickuplineig'}]",,,,
1264227696428699649,1264227696428699649,1590250345000,2020-05-23,16:12:25,UTC,1024025724389351424,pickuplineig,Pick Up Line,,"Roses are red, lemons are sour. Open your legs and give me an hour.",[],[],[],0,3,20,[],[],https://twitter.com/pickuplineig/status/1264227696428699649,False,,0,,,,,,,"[{'user_id': '1024025724389351424', 'username': 'pickuplineig'}]",,,,
1263983462777647105,1263983462777647105,1590192115000,2020-05-23,00:01:55,UTC,1024025724389351424,pickuplineig,Pick Up Line,,Wanna try an Australian kiss? It’s like a French kiss down under,[],[],[],0,1,21,[],[],https://twitter.com/pickuplineig/status/1263983462777647105,False,,0,,,,,,,"[{'user_id': '1024025724389351424', 'username': 'pickuplineig'}]",,,,
1263849502605103104,1263849502605103104,1590160177000,2020-05-22,15:09:37,UTC,1024025724389351424,pickuplineig,Pick Up Line,,"What’s long, hard and has cum in it? Cucumber.
But i like the way you think.",[],[],[],0,1,25,[],[],https://twitter.com/pickuplineig/status/1263849502605103104,False,,0,,,,,,,"[{'user_id': '1024025724389351424', 'username': 'pickuplineig'}]",,,,
1263317371260895232,1263317371260895232,1590033307000,2020-05-21,03:55:07,UTC,1024025724389351424,pickuplineig,Pick Up Line,,"Life is like a d*ck. When it gets hard, “f*ck it”.",[],[],[],0,3,22,[],[],https://twitter.com/pickuplineig/status/1263317371260895232,False,,0,,,,,,,"[{'user_id': '1024025724389351424', 'username': 'pickuplineig'}]",,,,
1263122333067288586,1263122333067288586,1589986806000,2020-05-20,15:00:06,UTC,1024025724389351424,pickuplineig,Pick Up Line,,"I wish it with all my heart, for your legs to spread apart",[],[],[],0,1,20,[],[],https://twitter.com/pickuplineig/status/1263122333067288586,False,,0,,,,,,,"[{'user_id': '1024025724389351424', 'username': 'pickuplineig'}]",,,,
1262868133297000449,1262868133297000449,1589926200000,2020-05-19,22:10:00,UTC,1024025724389351424,pickuplineig,Pick Up Line,,That’s a nice smile. It’d look better if it was all you were wearing!,[],[],[],1,1,24,[],[],https://twitter.com/pickuplineig/status/1262868133297000449,False,,0,,,,,,,"[{'user_id': '1024025724389351424', 'username': 'pickuplineig'}]",,,,
1262752426035048448,1262752426035048448,1589898613000,2020-05-19,14:30:13,UTC,1024025724389351424,pickuplineig,Pick Up Line,,"Roses are red, violets are twisted, bend over cause you’re about to get fisted.",[],[],[],0,0,18,[],[],https://twitter.com/pickuplineig/status/1262752426035048448,False,,0,,,,,,,"[{'user_id': '1024025724389351424', 'username': 'pickuplineig'}]",,,,
1262495815001452544,1262495815001452544,1589837432000,2020-05-18,21:30:32,UTC,1024025724389351424,pickuplineig,Pick Up Line,,Are you a tortilla? Because i want to flip you over and eat you out,[],[],[],1,1,17,[],[],https://twitter.com/pickuplineig/status/1262495815001452544,False,,0,,,,,,,"[{'user_id': '1024025724389351424', 'username': 'pickuplineig'}]",,,,
1262407208517554176,1262407208517554176,1589816307000,2020-05-18,15:38:27,UTC,1024025724389351424,pickuplineig,Pick Up Line,,Do you have a phone in your back pocket because that a*s is calling me!,[],[],[],0,1,22,[],[],https://twitter.com/pickuplineig/status/1262407208517554176,False,,0,,,,,,,"[{'user_id': '1024025724389351424', 'username': 'pickuplineig'}]",,,,
1262189562370994178,1262189562370994178,1589764416000,2020-05-18,01:13:36,UTC,1024025724389351424,pickuplineig,Pick Up Line,,You can call me Nemo cause I’m gonna touch the butt,[],[],[],0,0,25,[],[],https://twitter.com/pickuplineig/status/1262189562370994178,False,,0,,,,,,,"[{'user_id': '1024025724389351424', 'username': 'pickuplineig'}]",,,,
1262126327689183232,1262126327689183232,1589749340000,2020-05-17,21:02:20,UTC,1024025724389351424,pickuplineig,Pick Up Line,,I’ll kiss you in the rain so you get twice as wet,[],[],[],0,2,21,[],[],https://twitter.com/pickuplineig/status/1262126327689183232,False,,0,,,,,,,"[{'user_id': '1024025724389351424', 'username': 'pickuplineig'}]",,,,
1262116128295227392,1259103396751183876,1589746908000,2020-05-17,20:21:48,UTC,1024025724389351424,pickuplineig,Pick Up Line,,I can see you coming tonight tho👅🔥,['realyconfession'],[],[],0,0,2,[],[],https://twitter.com/pickuplineig/status/1262116128295227392,False,,0,,,,,,,"[{'user_id': '1024025724389351424', 'username': 'pickuplineig'}, {'user_id': '1242876732836851713', 'username': 'realyconfession'}]",,,,
1262115860572827648,1259103396751183876,1589746844000,2020-05-17,20:20:44,UTC,1024025724389351424,pickuplineig,Pick Up Line,,Cause I’m missing u,['realyconfession'],[],[],1,0,1,[],[],https://twitter.com/pickuplineig/status/1262115860572827648,False,,0,,,,,,,"[{'user_id': '1024025724389351424', 'username': 'pickuplineig'}, {'user_id': '1242876732836851713', 'username': 'realyconfession'}]",,,,
1262115408632397825,1259103396751183876,1589746737000,2020-05-17,20:18:57,UTC,1024025724389351424,pickuplineig,Pick Up Line,,"I just wanna c ddle, but i can’t😭",['realyconfession'],[],[],1,0,1,[],[],https://twitter.com/pickuplineig/status/1262115408632397825,False,,0,,,,,,,"[{'user_id': '1024025724389351424', 'username': 'pickuplineig'}, {'user_id': '1242876732836851713', 'username': 'realyconfession'}]",,,,
1262113832660434944,1261015891841445888,1589746361000,2020-05-17,20:12:41,UTC,1024025724389351424,pickuplineig,Pick Up Line,,Get out of your bed and get in mine,['realyconfession'],[],[],1,0,2,[],[],https://twitter.com/pickuplineig/status/1262113832660434944,False,,0,,,,,,,"[{'user_id': '1024025724389351424', 'username': 'pickuplineig'}, {'user_id': '1242876732836851713', 'username': 'realyconfession'}]",,,,
1262113660341637120,1261015891841445888,1589746320000,2020-05-17,20:12:00,UTC,1024025724389351424,pickuplineig,Pick Up Line,,Both,['realyconfession'],[],[],1,0,2,[],[],https://twitter.com/pickuplineig/status/1262113660341637120,False,,0,,,,,,,"[{'user_id': '1024025724389351424', 'username': 'pickuplineig'}, {'user_id': '1242876732836851713', 'username': 'realyconfession'}]",,,,
1262112085346942976,1253390597425033218,1589745944000,2020-05-17,20:05:44,UTC,1024025724389351424,pickuplineig,Pick Up Line,,Cause it’s impossible to find a girl like you,['realyconfession'],[],[],1,0,3,[],[],https://twitter.com/pickuplineig/status/1262112085346942976,False,,0,,,,,,,"[{'user_id': '1024025724389351424', 'username': 'pickuplineig'}, {'user_id': '1242876732836851713', 'username': 'realyconfession'}]",,,,
1262111884452392961,1253390597425033218,1589745896000,2020-05-17,20:04:56,UTC,1024025724389351424,pickuplineig,Pick Up Line,,Any game except hide and seek,['realyconfession'],[],[],1,0,1,[],[],https://twitter.com/pickuplineig/status/1262111884452392961,False,,0,,,,,,,"[{'user_id': '1024025724389351424', 'username': 'pickuplineig'}, {'user_id': '1242876732836851713', 'username': 'realyconfession'}]",,,,
1262111200411652096,1253390597425033218,1589745733000,2020-05-17,20:02:13,UTC,1024025724389351424,pickuplineig,Pick Up Line,,Do you wanna play a game?,['realyconfession'],[],[],1,0,1,[],[],https://twitter.com/pickuplineig/status/1262111200411652096,False,,0,,,,,,,"[{'user_id': '1024025724389351424', 'username': 'pickuplineig'}, {'user_id': '1242876732836851713', 'username': 'realyconfession'}]",,,,
1262106936868134912,1244384586513055744,1589744717000,2020-05-17,19:45:17,UTC,1024025724389351424,pickuplineig,Pick Up Line,,Cause I’m gonna tape this dick to your forehead so you can CDs nuts,['realyconfession'],[],[],1,0,0,[],[],https://twitter.com/pickuplineig/status/1262106936868134912,False,,0,,,,,,,"[{'user_id': '1024025724389351424', 'username': 'pickuplineig'}, {'user_id': '1242876732836851713', 'username': 'realyconfession'}]",,,,
1262106430431092737,1244384586513055744,1589744596000,2020-05-17,19:43:16,UTC,1024025724389351424,pickuplineig,Pick Up Line,,Do you like tapes and CDs?,['realyconfession'],[],[],1,0,0,[],[],https://twitter.com/pickuplineig/status/1262106430431092737,False,,0,,,,,,,"[{'user_id': '1024025724389351424', 'username': 'pickuplineig'}, {'user_id': '1242876732836851713', 'username': 'realyconfession'}]",,,,
1262064077695643648,1262064077695643648,1589734498000,2020-05-17,16:54:58,UTC,1024025724389351424,pickuplineig,Pick Up Line,,Are you a smurf? Because your stunning beauty BLUE me away pic.twitter.com/32xAwks3ZW,[],[],['https://pbs.twimg.com/media/EYPAlFLUYAAsRAM.jpg'],0,0,14,[],[],https://twitter.com/pickuplineig/status/1262064077695643648,False,,0,,,,,,,"[{'user_id': '1024025724389351424', 'username': 'pickuplineig'}]",,,,
1261777557554262016,1261777557554262016,1589666187000,2020-05-16,21:56:27,UTC,1024025724389351424,pickuplineig,Pick Up Line,,Is your name amnesia? Because i forget about everything else when I’m in your presence,[],[],[],0,0,22,[],[],https://twitter.com/pickuplineig/status/1261777557554262016,False,,0,,,,,,,"[{'user_id': '1024025724389351424', 'username': 'pickuplineig'}]",,,,
1261674268942716929,1261674268942716929,1589641561000,2020-05-16,15:06:01,UTC,1024025724389351424,pickuplineig,Pick Up Line,,Are you squidward? Because you always manage to play with my heart like he plays his clarinet,[],[],[],0,0,17,[],[],https://twitter.com/pickuplineig/status/1261674268942716929,False,,0,,,,,,,"[{'user_id': '1024025724389351424', 'username': 'pickuplineig'}]",,,,
1261370002256478209,1261370002256478209,1589569018000,2020-05-15,18:56:58,UTC,1024025724389351424,pickuplineig,Pick Up Line,,"*I have a boyfriend*
I have a math test
*What?*
I thought we were naming things we are going to cheat on",[],[],[],1,3,27,[],[],https://twitter.com/pickuplineig/status/1261370002256478209,False,,0,,,,,,,"[{'user_id': '1024025724389351424', 'username': 'pickuplineig'}]",,,,
1261086800434601989,1261086800434601989,1589501497000,2020-05-15,00:11:37,UTC,1024025724389351424,pickuplineig,Pick Up Line,,I am not Shawn Mendes but i can treat you better,[],[],[],1,4,28,[],[],https://twitter.com/pickuplineig/status/1261086800434601989,False,,0,,,,,,,"[{'user_id': '1024025724389351424', 'username': 'pickuplineig'}]",,,,
1260950998421581828,1260950998421581828,1589469120000,2020-05-14,15:12:00,UTC,1024025724389351424,pickuplineig,Pick Up Line,,Tested positive for having deep feelings for you,[],[],[],0,4,30,[],[],https://twitter.com/pickuplineig/status/1260950998421581828,False,,0,,,,,,,"[{'user_id': '1024025724389351424', 'username': 'pickuplineig'}]",,,,
1260695578754736128,1260695578754736128,1589408223000,2020-05-13,22:17:03,UTC,1024025724389351424,pickuplineig,Pick Up Line,,"Do you wanna play a game?
*Which game?*
Any game except hide and seek
*Why not hide and seek?*
Cause it’s impossible to find a girl like you",[],[],[],0,5,27,[],[],https://twitter.com/pickuplineig/status/1260695578754736128,False,,0,,,,,,,"[{'user_id': '1024025724389351424', 'username': 'pickuplineig'}]",,,,
1260564751639351297,1260564751639351297,1589377031000,2020-05-13,13:37:11,UTC,1024025724389351424,pickuplineig,Pick Up Line,,"In a world full of Coronavirus, i wanna be your sanitiser",[],[],[],0,0,14,[],[],https://twitter.com/pickuplineig/status/1260564751639351297,False,,0,,,,,,,"[{'user_id': '1024025724389351424', 'username': 'pickuplineig'}]",,,,
